City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
350,Nuevo Casas Grandes,MX,30.4167,-107.9167,85.75,36,35,15.01,scattered clouds
351,Aklavik,CA,68.2191,-135.0107,57.96,43,6,4.23,clear sky
352,Manta,EC,-0.95,-80.7333,74.07,77,76,11.23,broken clouds
353,Pali,IN,25.7667,73.3333,86.04,59,100,13.11,overcast clouds
354,Fort Nelson,CA,58.8053,-122.7002,73.87,46,76,2.06,broken clouds
355,Luwuk,ID,-0.9516,122.7875,74.89,91,94,4.81,overcast clouds
356,Rocha,UY,-34.4833,-54.3333,53.2,91,100,16.8,overcast clouds
357,Sobolevo,RU,54.4299,31.8996,60.24,77,65,3.44,broken clouds
358,Zatoka,UA,46.0725,30.4654,64.94,63,0,11.86,clear sky
359,Birao,CF,10.2849,22.7882,69.62,97,100,3.18,overcast clouds
360,Khani,GE,41.9563,42.9566,63.97,91,83,3.4,broken clouds
361,Pitimbu,BR,-7.4706,-34.8086,77.59,82,21,12.08,few clouds
362,Ahipara,NZ,-35.1667,173.1667,49.78,76,94,17.36,light rain
363,Bulgan,MN,48.8125,103.5347,48.87,82,43,1.59,scattered clouds
364,Red Deer,CA,52.2668,-113.802,68.49,42,20,11.5,few clouds
365,Bitung,ID,1.4451,125.1824,72.45,86,94,8.55,overcast clouds
366,Boyuibe,BO,-20.4167,-63.2833,81.48,30,2,12.53,clear sky
367,Port Blair,IN,11.6667,92.75,81.95,83,100,10.76,overcast clouds
368,Banepa,NP,27.6298,85.5214,68.32,100,75,2.3,broken clouds
369,Lexington,US,37.9887,-84.4777,89.49,54,50,1.01,scattered clouds
370,Constantine,DZ,36.365,6.6147,79.66,54,5,3.27,clear sky
371,Praya,CV,14.9215,-23.5087,79.34,89,20,4.61,few clouds
372,Lasa,IT,46.6166,10.7002,57.36,92,28,1.9,scattered clouds
373,Guanica,PR,17.9716,-66.908,87.21,76,100,18.12,overcast clouds
374,Kurchum,KZ,48.5722,83.6542,67.01,38,57,6.82,broken clouds
375,Reims,FR,49.1667,4.0833,59.81,82,0,0.0,clear sky
376,Agdas,AZ,40.65,47.4761,86.68,30,94,3.0,overcast clouds
377,Rock Sound,BS,24.9,-76.2,83.43,71,68,9.57,broken clouds
378,Sorland,NO,67.667,12.6934,58.6,78,83,16.28,broken clouds
379,Toamasina,MG,-18.1667,49.3833,65.23,91,4,5.08,clear sky
380,Edgewater,US,28.9889,-80.9023,88.25,69,96,8.61,overcast clouds
381,Bridgetown,BB,13.1,-59.6167,82.02,76,100,19.3,overcast clouds
382,Holland,US,42.7875,-86.1089,88.48,52,26,3.0,scattered clouds
383,Macomb,US,40.4592,-90.6718,82.45,85,100,9.53,overcast clouds
384,Mindelo,CV,16.8901,-24.9804,77.61,91,19,6.8,few clouds
385,Jizan,SA,17.3333,42.6667,90.01,68,54,2.48,broken clouds
386,Oranjemund,NA,-28.55,16.4333,58.64,67,99,7.29,overcast clouds
387,Burnie,AU,-41.0667,145.9167,48.92,91,62,4.09,broken clouds
388,Lakatoro,VU,-16.0999,167.4164,77.04,75,100,12.73,overcast clouds
389,Beroroha,MG,-21.6667,45.1667,61.68,40,0,2.1,clear sky
390,Ossipee,US,43.6854,-71.1167,81.18,76,38,1.01,scattered clouds
391,Kindu,CD,-2.95,25.95,73.26,67,49,2.93,scattered clouds
392,Rundu,NA,-17.9333,19.7667,57.72,20,5,3.89,clear sky
393,Guhagar,IN,17.4842,73.1929,78.55,86,86,3.24,overcast clouds
394,Kumluca,TR,36.3703,30.2869,84.02,51,0,4.54,clear sky
395,Bubaque,GW,11.2833,-15.8333,79.54,79,100,10.87,moderate rain
396,Tessalit,ML,20.1986,1.0114,90.95,35,99,10.11,overcast clouds
397,Marsa Matruh,EG,31.3525,27.2453,78.58,65,0,10.33,clear sky
398,Carballo,ES,43.213,-8.691,62.87,93,98,1.68,overcast clouds
399,Gibara,CU,21.1097,-76.1317,84.29,71,26,15.05,scattered clouds
400,Tecolutla,MX,20.4833,-97.0167,87.31,64,28,17.18,scattered clouds
401,Seoul,KR,37.5683,126.9778,76.44,74,23,3.87,few clouds
402,Kardla,EE,58.9978,22.7492,63.05,97,100,4.14,overcast clouds
403,Somerset,US,40.5668,-74.5496,85.12,65,1,3.0,clear sky
404,Majene,ID,-3.5403,118.9707,75.61,90,43,6.89,scattered clouds
405,Nishihara,JP,26.1842,127.7558,80.26,94,75,12.66,broken clouds
406,San Quintin,MX,30.4833,-115.95,73.56,65,14,10.45,few clouds
407,Comodoro Rivadavia,AR,-45.8667,-67.5,47.43,52,0,7.05,clear sky
408,Limulunga,ZM,-15.0969,23.1376,61.57,31,0,6.55,clear sky
409,Alexandria,EG,31.2156,29.9553,80.49,77,0,10.6,clear sky
410,Santander,ES,43.4647,-3.8044,65.61,81,90,3.0,overcast clouds
411,Takoradi,GH,4.8845,-1.7554,75.9,88,75,9.01,broken clouds
412,Raboso,MX,18.5667,-98.45,72.23,44,22,4.25,few clouds
413,Along,IN,28.1667,94.7667,76.64,99,98,0.85,overcast clouds
414,Bud,US,39.447,-86.1758,87.91,60,83,5.21,broken clouds
415,Isangel,VU,-19.55,169.2667,71.04,68,100,13.56,overcast clouds
416,Tateyama,JP,34.9833,139.8667,84.22,88,85,23.62,overcast clouds
417,Axim,GH,4.8699,-2.2405,76.21,88,78,10.31,broken clouds
418,Bolanos De Calatrava,ES,38.9069,-3.6635,77.74,46,5,2.3,clear sky
419,Cap-Aux-Meules,CA,47.3821,-61.8597,61.68,79,2,11.56,clear sky
420,Adre,TD,13.4667,22.2,69.51,91,64,4.18,broken clouds
421,Surgut,RU,61.25,73.4167,64.58,100,40,4.47,mist
422,Asosa,ET,10.0667,34.5333,60.1,89,100,4.45,overcast clouds
423,La Libertad,EC,-2.2333,-80.9,70.36,82,61,10.92,broken clouds
424,Gambela,ET,8.25,34.5833,71.69,87,100,2.86,light rain
425,Srandakan,ID,-7.9386,110.2506,74.91,90,11,4.27,few clouds
426,Ulladulla,AU,-35.35,150.4667,54.05,66,99,4.18,overcast clouds
427,Tete,MZ,-16.1564,33.5867,64.49,55,0,3.44,clear sky
428,Chiang Rai,TH,19.9167,99.9167,74.01,93,100,1.7,overcast clouds
429,Sioux Lookout,CA,50.1001,-91.917,79.59,49,10,8.81,clear sky
430,Methoni,GR,36.8197,21.7049,81.21,69,0,10.49,clear sky
431,Jamsa,FI,61.8642,25.19,61.48,80,100,1.95,overcast clouds
432,Bonavista,CA,48.6499,-53.1147,56.12,78,82,18.14,broken clouds
433,Constitucion,CL,-35.3333,-72.4167,49.32,69,100,2.68,overcast clouds
434,Mariana,BR,-20.3778,-43.4161,61.45,74,91,1.9,overcast clouds
435,Bardiyah,LY,31.7561,25.0865,79.18,64,0,4.94,clear sky
436,Moose Factory,CA,51.2585,-80.6094,78.8,40,1,7.0,clear sky
437,Lorengau,PG,-2.0226,147.2712,81.93,78,80,8.37,broken clouds
438,Machali,CL,-34.1833,-70.6667,47.41,87,100,0.65,overcast clouds
439,Ubatuba,BR,-23.4339,-45.0711,66.52,75,11,2.35,few clouds
440,Bintulu,MY,3.1667,113.0333,77.81,88,100,3.62,overcast clouds
441,Marang,MY,5.2056,103.2059,77.77,87,25,3.89,scattered clouds
442,Shakawe,BW,-18.3667,21.85,60.66,21,0,3.49,clear sky
443,Platanos,GR,37.6667,21.6167,78.57,62,0,4.41,clear sky
444,Devgarh,IN,25.5333,73.9,78.51,73,94,13.09,overcast clouds
445,Elizabeth City,US,36.2946,-76.2511,84.99,73,24,1.99,few clouds
446,Kloulklubed,PW,7.0419,134.2556,77.5,74,100,11.18,moderate rain
447,Mailsi,PK,29.8003,72.1758,95.2,31,6,10.07,clear sky
448,Iturama,BR,-19.7281,-50.1956,74.16,33,6,4.97,clear sky
449,Katsuura,JP,35.1333,140.3,84.31,85,83,24.45,broken clouds
450,Praia Da Vitoria,PT,38.7333,-27.0667,71.76,89,11,18.05,few clouds
451,Yangjiang,CN,21.85,111.9667,80.96,88,99,2.24,overcast clouds
452,Melsomvik,NO,59.2239,10.3447,62.65,67,74,0.0,broken clouds
453,Kysyl-Syr,RU,63.8986,122.7617,68.63,62,93,8.97,overcast clouds
454,Keningau,MY,5.3378,116.1602,73.85,98,89,1.52,overcast clouds
455,Viedma,AR,-40.8135,-62.9967,45.18,59,89,7.49,overcast clouds
456,Kachug,RU,53.9606,105.8817,48.36,77,6,2.66,clear sky
457,Neiafu,TO,-18.65,-173.9833,74.16,79,100,9.42,overcast clouds
458,Asau,RO,46.4333,26.4,63.52,68,2,3.2,light rain
459,San Cristobal,VE,7.7669,-72.225,77.18,94,96,2.3,overcast clouds
460,Stara Synyava,UA,49.6032,27.6191,64.92,69,1,5.08,clear sky
461,Nemuro,JP,43.3236,145.575,63.84,89,100,24.54,overcast clouds
462,Rosarito,MX,32.3333,-117.0333,91.94,67,32,8.66,scattered clouds
463,Yulara,AU,-25.2406,130.9889,37.24,52,0,5.75,clear sky
464,Kupang,ID,-10.1667,123.5833,72.18,83,20,4.61,few clouds
465,Srivardhan,IN,18.0333,73.0167,79.54,85,79,3.85,broken clouds
466,Santa Ines,BR,-3.6667,-45.38,81.75,43,2,2.48,clear sky
467,Pau Dos Ferros,BR,-6.1125,-38.2063,83.98,42,89,8.68,overcast clouds
468,Bereda,ES,43.2686,-7.5406,58.75,96,66,2.89,broken clouds
469,Kailua,US,21.4022,-157.7394,83.14,67,30,15.01,scattered clouds
470,Benguela,AO,-12.5763,13.4055,72.73,82,88,4.38,overcast clouds
471,Camacupa,AO,-12.0167,17.4833,61.25,16,51,4.74,broken clouds
472,Prado,BR,-17.3411,-39.2208,69.89,78,10,7.56,clear sky
473,Warrnambool,AU,-38.3833,142.4833,45.81,74,95,10.54,overcast clouds
474,Boguchany,RU,58.3814,97.4531,56.82,77,65,3.67,broken clouds
475,Venado Tuerto,AR,-33.7456,-61.9688,42.76,91,100,15.59,overcast clouds
476,Talgar,KZ,43.3027,77.2395,69.96,31,20,4.47,few clouds
477,Moron,AR,-34.6534,-58.6198,48.0,98,75,8.99,thunderstorm with rain
478,Bakchar,RU,57.0186,82.0711,57.63,96,96,3.98,overcast clouds
479,Piazza Armerina,IT,37.3859,14.3672,76.41,54,0,1.66,clear sky
480,Pangnirtung,CA,66.1451,-65.7125,46.04,63,100,6.73,overcast clouds
481,Oranjestad,AW,12.524,-70.027,81.68,81,74,15.59,broken clouds
482,Barbosa Ferraz,BR,-24.03,-52.0117,67.59,49,0,3.09,clear sky
483,Bilibino,RU,68.0546,166.4372,56.05,36,79,2.01,broken clouds
484,Saharsa,IN,25.8833,86.6,79.79,90,93,4.56,overcast clouds
485,Bartlesville,US,36.7473,-95.9808,93.76,65,9,5.01,clear sky
486,Cileunyi,ID,-6.9389,107.7528,67.35,95,44,2.55,scattered clouds
487,High Level,CA,58.5169,-117.136,49.98,81,100,4.21,overcast clouds
488,Rantoul,US,40.3084,-88.1559,86.67,65,40,13.8,scattered clouds
489,Mersing,MY,2.4312,103.8405,77.11,88,95,3.83,overcast clouds
490,Kiunga,PG,-6.1219,141.2906,73.15,99,100,1.86,overcast clouds
491,Kasama,ZM,-10.2129,31.1808,56.26,53,0,3.69,clear sky
492,Sola,VU,-13.8833,167.55,76.03,86,100,23.22,light rain
493,Hondo,JP,32.45,130.2,78.75,83,92,20.87,overcast clouds
494,Qaqortoq,GL,60.7167,-46.0333,45.01,81,8,16.22,clear sky
495,Slave Lake,CA,55.2834,-114.769,64.72,51,68,5.95,broken clouds
496,Praia,CV,14.9215,-23.5087,79.34,89,20,4.61,few clouds
497,Kalmunai,LK,7.4167,81.8167,78.62,84,97,1.88,overcast clouds
498,Zharkent,KZ,44.1628,80.0,70.47,29,3,7.94,clear sky
499,Khandyga,RU,62.6667,135.6,66.33,49,11,0.07,few clouds
500,Pangkalanbuun,ID,-2.6833,111.6167,73.89,99,93,2.08,overcast clouds
501,Katangli,RU,51.7102,143.2326,55.06,83,100,5.68,overcast clouds
502,Igarka,RU,67.4667,86.5833,52.75,76,1,3.11,clear sky
503,Salmas,IR,38.1973,44.7653,74.44,37,41,0.98,scattered clouds
504,Bembereke,BJ,10.2283,2.6634,71.64,93,100,4.14,moderate rain
505,Gryazovets,RU,58.88,40.2525,59.36,96,6,3.91,clear sky
506,Mmathubudukwane,BW,-24.6,26.4333,57.78,37,0,3.09,clear sky
507,Shanhetun,CN,44.7,127.2,62.15,84,0,8.9,clear sky
508,Charagua,BO,-19.8,-63.2167,80.31,32,3,12.59,clear sky
509,Chenzhou,CN,25.8,113.0333,78.12,93,100,3.71,overcast clouds
510,Jieshi,CN,22.8134,115.8257,81.52,87,100,8.75,overcast clouds
511,Matay,EG,28.419,30.7792,84.81,35,0,13.09,clear sky
512,Bull Savanna,JM,17.8868,-77.5902,82.72,65,20,3.98,light rain
513,Odda,NO,60.0691,6.5457,63.77,73,80,4.36,broken clouds
514,Charters Towers,AU,-20.1,146.2667,60.15,82,0,10.85,clear sky
515,Moussoro,TD,13.6408,16.4901,77.16,68,61,11.39,broken clouds
516,Nelson Bay,AU,-32.7167,152.15,56.95,87,100,10.89,overcast clouds
517,Baykit,RU,61.67,96.37,56.1,88,98,2.73,light rain
518,Yumen,CN,40.2833,97.2,68.79,22,0,7.29,clear sky
519,Kaliua,TZ,-5.0606,31.7936,71.89,38,50,6.24,scattered clouds
520,Kushmurun,KZ,52.4503,64.6311,59.77,82,58,10.49,broken clouds
521,Orcopampa,PE,-15.2661,-72.3417,53.56,35,32,8.16,scattered clouds
522,Batsfjord,NO,70.6345,29.7185,53.82,67,7,6.73,clear sky
523,Cayenne,GF,4.9333,-52.3333,84.24,83,0,5.99,clear sky
524,Hasaki,JP,35.7333,140.8333,82.8,83,54,19.98,broken clouds
525,Dunedin,NZ,-45.8742,170.5036,37.8,81,88,5.01,overcast clouds
526,Predivinsk,RU,57.0669,93.4378,58.89,95,57,2.51,broken clouds
527,Ucluelet,CA,48.9329,-125.5528,78.1,74,10,5.37,clear sky
528,Dembi Dolo,ET,8.5333,34.8,57.04,95,100,3.24,light rain
529,Kieta,PG,-6.2167,155.6333,80.51,76,42,1.61,scattered clouds
530,Tortoli,IT,39.9256,9.6572,78.98,70,95,2.37,overcast clouds
531,Hobyo,SO,5.3505,48.5268,76.39,87,54,24.56,broken clouds
532,Impfondo,CG,1.6381,18.0667,73.58,78,93,3.47,overcast clouds
533,Uray,RU,60.1247,64.7758,62.64,85,99,8.66,overcast clouds
534,Leningradskiy,RU,69.3833,178.4167,40.44,75,26,18.07,scattered clouds
535,Weatherford,US,32.7593,-97.7972,97.16,47,5,1.99,clear sky
536,Norsup,VU,-16.0667,167.3833,77.25,74,100,12.84,overcast clouds
537,Faanui,PF,-16.4833,-151.75,78.89,77,21,13.13,few clouds
538,Zhangye,CN,38.9342,100.4517,67.84,39,0,5.64,clear sky
539,Ames,US,42.0347,-93.6199,84.45,71,40,10.36,scattered clouds
540,Marzuq,YE,14.4,46.4667,88.56,24,93,1.95,overcast clouds
541,Naze,JP,28.3667,129.4833,77.92,86,8,10.31,clear sky
542,Annau,TM,37.8876,58.516,91.58,16,0,4.41,clear sky
543,Castlerea,IE,53.7667,-8.5,55.04,95,27,6.73,scattered clouds
544,Greensburg,US,40.3015,-79.5389,87.17,67,1,8.99,clear sky
545,Marmora,IT,44.4583,7.094,59.0,52,5,8.46,clear sky
546,Urumqi,CN,43.801,87.6005,74.35,36,0,4.47,clear sky
547,Codrington,AU,-38.2667,141.9667,46.13,75,100,11.01,overcast clouds
548,Killybegs,IE,54.6333,-8.45,57.74,92,100,14.23,overcast clouds
549,Belyy Yar,RU,53.6039,91.3903,55.29,94,75,4.47,fog
550,Kamenka,RU,51.3223,42.7678,77.59,27,100,9.1,light rain
551,Ostrovnoy,RU,68.0531,39.5131,49.57,77,0,8.12,clear sky
552,Tautira,PF,-17.7333,-149.15,78.01,76,33,9.42,scattered clouds
553,Black Diamond,US,47.3087,-122.0032,74.21,56,64,1.99,broken clouds
554,Hay River,CA,60.8156,-115.7999,44.6,86,100,4.38,overcast clouds
555,Nalut,LY,30.3333,10.85,93.78,13,1,12.64,clear sky
556,Quarai,BR,-30.3875,-56.4514,69.85,68,16,9.17,few clouds
557,Rodrigues Alves,BR,-7.738,-72.6509,89.11,42,48,2.1,scattered clouds
558,Haines Junction,CA,60.7522,-137.5108,59.34,61,100,11.7,overcast clouds
559,Kamina,CD,-8.7386,24.9906,64.51,28,35,2.3,scattered clouds
560,Dutse,NG,11.7594,9.3392,75.92,83,80,4.16,light rain
561,Rembang,ID,-6.707,111.3498,76.1,89,45,6.13,scattered clouds
562,Oktyabrskiy,RU,54.4815,53.471,56.68,58,38,1.86,scattered clouds
563,Arco,IT,45.9177,10.8867,73.58,84,16,5.5,few clouds
564,Paita,PE,-5.0892,-81.1144,68.38,70,4,20.18,clear sky
565,Mareeba,AU,-17.0,145.4333,66.92,84,29,3.2,scattered clouds
566,Nantucket,US,41.2835,-70.0995,78.91,76,1,5.75,clear sky
567,Honningsvag,NO,70.9821,25.9704,57.09,72,11,13.6,few clouds
568,Almaznyy,RU,48.0448,40.045,69.94,63,94,4.0,overcast clouds
569,Langsa,ID,4.4683,97.9683,74.71,96,100,2.13,overcast clouds
570,Kyren,RU,51.6828,102.1408,51.98,84,2,1.92,clear sky
571,Skagen,DK,57.7209,10.5839,65.08,90,41,15.75,moderate rain
572,Muncar,ID,-8.4333,114.3333,73.92,92,40,1.81,scattered clouds
573,Sens,FR,48.1667,3.3333,58.33,62,100,5.88,overcast clouds
574,Pondicherry,IN,11.93,79.83,83.3,76,98,13.11,overcast clouds
575,Gizo,SB,-8.103,156.8419,81.57,71,38,4.38,scattered clouds
576,Worland,US,44.0169,-107.9554,96.89,17,12,17.0,few clouds
577,Innisfail,AU,-17.5333,146.0333,68.2,89,86,6.96,overcast clouds
578,Cabildo,AR,-38.4842,-61.8954,48.24,69,88,8.95,overcast clouds
579,Tazmalt,DZ,36.3868,4.3989,81.1,54,32,5.01,scattered clouds
580,Nkhotakota,MW,-12.9274,34.2961,68.5,58,0,6.26,clear sky
581,Lata,PT,40.1629,-8.3327,60.82,95,0,2.33,clear sky
582,Rio Rancho,US,35.2334,-106.6645,97.05,12,1,1.01,smoke
583,Preobrazheniye,RU,42.9019,133.9064,66.18,76,100,14.45,overcast clouds
584,Darhan,MN,49.4867,105.9228,53.1,79,3,2.51,clear sky
585,Margate,GB,51.3813,1.3862,60.91,82,30,1.99,scattered clouds
586,Mandi Bahauddin,PK,32.5834,73.4843,82.8,67,58,7.29,broken clouds
587,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.73,79,29,13.49,scattered clouds
588,Batagay-Alyta,RU,67.8006,130.4114,68.22,29,18,0.65,few clouds
589,Kalabo,ZM,-14.97,22.6814,60.8,28,0,4.85,clear sky
590,Multan,PK,30.1956,71.4753,91.29,62,20,9.22,smoke
591,Pacific Grove,US,36.6177,-121.9166,94.01,76,1,1.99,clear sky
592,Matara,LK,5.9485,80.5353,76.87,90,92,10.18,overcast clouds
593,Cabo San Lucas,MX,22.8909,-109.9124,93.81,67,100,3.76,overcast clouds
594,Yarim,YE,14.298,44.3779,61.23,58,100,3.02,overcast clouds
595,Sur,OM,22.5667,59.5289,87.58,59,6,12.84,clear sky
596,Caruray,PH,10.3094,119.0128,80.13,85,99,2.95,overcast clouds
597,Calama,CL,-22.4667,-68.9333,58.12,10,82,8.75,broken clouds
598,Wenling,CN,28.3669,121.36,78.57,85,78,2.15,broken clouds
599,La Seyne-Sur-Mer,FR,43.0982,5.8847,76.05,67,0,1.01,clear sky
600,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.23,85,77,8.95,light rain
601,Fox Lake,US,42.3967,-88.1837,89.58,70,93,7.0,overcast clouds
602,Papetoai,PF,-17.4961,-149.8729,78.94,70,25,5.12,scattered clouds
603,Matata,NZ,-37.8833,176.75,48.15,54,76,13.49,broken clouds
604,Hazorasp,UZ,41.3194,61.0742,78.12,24,0,10.8,clear sky
605,Sindor,RU,62.8629,51.8905,47.93,89,96,3.11,overcast clouds
606,Orotukan,RU,62.2667,151.7,55.42,66,73,3.22,broken clouds
607,Suntar,RU,62.1444,117.6319,60.01,95,81,2.01,broken clouds
608,Ixtapa,MX,20.7,-105.2,88.23,74,40,5.01,scattered clouds
609,Kingman,US,35.1894,-114.053,102.29,13,1,12.66,clear sky
610,Katherine,AU,-14.4667,132.2667,53.92,76,3,6.91,clear sky
611,Broome,US,42.2506,-75.833,86.32,60,1,1.01,clear sky
612,Lazarev,RU,52.225,141.5131,53.4,79,100,4.43,overcast clouds
613,Chumikan,RU,54.7183,135.315,52.54,76,100,5.57,overcast clouds
614,Malpe,IN,13.35,74.7167,78.1,89,46,2.04,scattered clouds
615,Shelburne,CA,44.0787,-80.2041,76.68,78,100,8.61,overcast clouds
616,Lar,IN,26.2039,83.9717,81.36,87,98,4.79,overcast clouds
617,Jimalalud,PH,9.9797,123.1999,80.82,69,100,3.6,light rain
618,Tomatlan,MX,19.9333,-105.25,84.52,82,44,7.07,scattered clouds
619,Nara,JP,34.6851,135.8049,81.68,84,100,9.01,overcast clouds
620,Joensuu,FI,62.6012,29.7632,63.27,92,90,3.0,overcast clouds
621,Manyana,BW,-23.4,21.7167,60.19,22,0,8.59,clear sky
622,Teya,RU,60.3778,92.6267,54.05,88,75,3.31,broken clouds
623,Bodaybo,RU,57.8506,114.1933,56.32,99,100,2.26,light rain
624,Zhaotong,CN,27.3167,103.7167,65.25,98,100,3.78,light rain
625,Benito Juarez,MX,19.385,-99.165,69.39,82,90,10.36,overcast clouds
626,Kijang,KR,35.2442,129.2139,76.73,85,100,13.76,overcast clouds
627,Buzmeyin,TM,38.0507,58.2056,93.15,14,0,8.32,clear sky
628,Nogliki,RU,51.8333,143.1667,55.49,82,92,5.35,overcast clouds
629,Tailai,CN,46.3833,123.4,68.77,94,92,8.52,overcast clouds
630,Hohhot,CN,40.8106,111.6522,63.64,71,78,3.31,broken clouds
631,Sovetskiy,RU,61.3614,63.5842,59.81,95,100,7.05,overcast clouds
632,Tombouctou,ML,20.0,-3.0,100.24,16,12,16.87,few clouds
633,San Policarpo,PH,12.1791,125.5072,78.46,84,100,4.79,light rain
634,Hervey Bay,AU,-25.2986,152.8535,63.03,78,83,10.25,broken clouds
635,Tobane,BW,-21.95,27.9,60.17,54,2,4.54,clear sky
636,Sechura,PE,-5.5569,-80.8222,72.61,56,6,19.46,clear sky
637,Tukan,RU,53.8409,57.4552,51.19,93,5,3.49,clear sky
638,Uinskoye,RU,56.8817,56.5813,51.89,96,67,4.12,broken clouds
639,Santo Antonio Do Monte,BR,-20.0872,-45.2936,64.27,50,88,5.06,overcast clouds
640,Kayerkan,RU,69.3497,87.7602,52.45,76,0,7.31,clear sky
641,Kemptville,CA,45.0168,-75.641,81.95,82,99,4.0,overcast clouds
642,Salme,NP,28.0369,85.0942,64.69,92,100,1.16,overcast clouds
643,Marrakesh,MA,31.6315,-8.0083,75.27,53,0,4.61,clear sky
644,North Myrtle Beach,US,33.816,-78.68,88.25,79,11,1.99,few clouds
645,Chingirlau,KZ,51.095,54.0814,67.96,29,19,8.5,few clouds
646,Vanavara,RU,60.34,102.2797,55.06,64,100,2.33,overcast clouds
647,Rockland,US,41.1668,-74.0496,81.72,67,84,1.99,broken clouds
648,Mayo,US,38.8876,-76.5119,92.25,67,1,4.0,clear sky
649,Darnetal,FR,49.4453,1.1514,61.61,88,75,5.75,light rain
650,Moerai,PF,-22.4333,-151.3333,72.75,74,12,8.43,few clouds
651,Tacoronte,ES,28.4769,-16.4102,68.25,80,75,20.0,broken clouds
652,Grand-Lahou,CI,5.1367,-5.0242,75.47,89,74,11.56,broken clouds
653,Lobito,AO,-12.3481,13.5456,72.84,83,98,4.03,overcast clouds
654,Ust-Nera,RU,64.5667,143.2,68.36,45,6,4.27,clear sky
655,Nicoya,CR,10.1483,-85.452,79.57,86,93,2.13,light rain
656,Nizhniy Odes,RU,63.6445,54.856,44.83,98,98,4.27,overcast clouds
657,Belmonte,BR,-15.8631,-38.8828,70.84,80,46,10.25,scattered clouds
658,Grand-Santi,GF,4.25,-54.3833,79.65,75,96,2.37,overcast clouds
659,Perelyub,RU,51.8667,50.3667,74.1,44,98,8.25,overcast clouds
660,Dana Point,US,33.467,-117.6981,99.93,76,43,4.0,scattered clouds
661,Poum,NC,-20.2333,164.0167,69.67,62,66,20.62,broken clouds
662,Bari,IT,41.1177,16.8512,85.87,56,0,5.01,clear sky
663,Newport,GB,51.5877,-2.9984,60.85,89,48,12.75,scattered clouds
664,Weyburn,CA,49.6668,-103.8511,85.17,28,21,16.6,few clouds
665,Ginir,ET,7.1333,40.7,62.26,74,88,5.3,overcast clouds
666,Yeppoon,AU,-23.1333,150.7333,58.78,74,18,10.2,few clouds
667,Barcelos,PT,41.5388,-8.6151,65.91,86,100,6.4,overcast clouds
668,Beidao,CN,34.5686,105.8933,64.04,89,7,1.07,clear sky
669,Omsukchan,RU,62.5333,155.8,54.68,62,6,7.27,clear sky
670,Karmaskaly,RU,54.3709,56.1837,57.11,79,3,5.23,clear sky
671,Cruz Alta,BR,-28.6386,-53.6064,64.9,69,1,6.76,clear sky
672,Det Udom,TH,14.906,105.0784,77.58,90,84,4.45,light rain
673,Campbell River,CA,50.0163,-125.2446,72.59,61,20,1.01,few clouds
674,The Valley,AI,18.217,-63.0578,84.06,77,34,19.55,scattered clouds
675,Olavarria,AR,-36.8927,-60.3225,41.16,91,100,11.9,overcast clouds
676,Dali,CN,25.7,100.1833,65.23,95,100,4.03,moderate rain
677,Roseburg,US,43.2165,-123.3417,81.18,25,1,13.8,clear sky
678,Danjiangkou,CN,32.5428,111.5086,71.74,95,100,2.89,moderate rain
679,Huanan,CN,46.2167,130.5167,56.35,84,100,7.58,overcast clouds
680,Hawalli,KW,29.2833,47.9972,104.58,41,0,3.0,clear sky
681,Ochakiv,UA,46.6128,31.5498,64.54,61,1,14.32,clear sky
682,Abha,SA,18.2164,42.5053,71.8,46,73,5.21,broken clouds
683,Aloleng,PH,16.1307,119.7824,81.45,84,100,11.63,overcast clouds
684,Shuiji,CN,27.4214,118.345,77.36,91,99,1.79,overcast clouds
685,Cabra,ES,37.4725,-4.4421,80.04,36,0,1.01,clear sky
686,Noumea,NC,-22.2763,166.4572,69.78,56,75,11.61,broken clouds
687,Baracoa,CU,20.3467,-74.4958,83.64,72,11,7.65,few clouds
688,Yuanping,CN,38.7153,112.7575,61.61,92,0,0.85,clear sky
689,Phalombe,MW,-15.8064,35.6507,58.96,69,0,3.58,clear sky
690,Kendari,ID,-3.945,122.4989,72.07,94,33,2.59,scattered clouds
691,Miles City,US,46.4083,-105.8406,104.5,12,1,13.8,clear sky
692,Talikota,IN,16.4833,76.3167,76.23,82,26,14.94,scattered clouds
693,Lyuban,BY,52.7985,28.0048,63.34,94,89,6.42,overcast clouds
694,Ayan,RU,56.45,138.1667,56.14,53,4,4.7,clear sky
695,Pontevedra,ES,42.431,-8.6444,63.5,86,99,3.91,overcast clouds
696,Banyo,CM,6.75,11.8167,64.38,97,100,3.11,light rain
697,Raudeberg,NO,61.9875,5.1352,58.19,77,8,3.78,clear sky
